type,alcool,sulphites,pH,densite,chlorure,sucre_residuel,acide_citrique,acidite_volatile,acidite_non_volatile,dioxyde_souffre_total,dioxyde_souffre_libre,qualite
NA,10,0.94,3.35,0.99752,0.136,NA,0.55,0.72,9.9,52,24,5
NA,9.3,0.42,3.12,0.9927,0.047,NA,0.32,0.245,5.6,152,24,6
blanc,NA,0.49,3.3,0.994,0.049,1.6,0.34,0.3,6.3,132,14,6
NA,12.5,0.59,2.93,0.9914,0.038,NA,0.36,0.36,7.2,98,26,7
NA,12.3,0.4,3.1,NA,0.034,3.3,0.24,0.34,6.6,99,29,7
NA,11,0.85,3.4,0.99534,0.074,NA,0.46,0.36,7.2,44,24,7
blanc,NA,0.39,3.15,0.98758,0.037,1.7,0.33,0.62,5.5,118,24,6
NA,10.5,0.59,3.13,0.9953,0.043,7.3,0.49,0.16,8.6,63,9,6
NA,10.4,0.56,3.32,NA,0.041,1.7,0.33,0.22,6.3,164,67,6
NA,10.9,0.42,3.33,0.99074,0.037,NA,0.28,0.12,5.9,83,36,7
blanc,NA,0.44,3.3,0.9955,0.046,8.9,0.29,0.22,6.8,188,82,6
NA,11.7,0.36,3.01,0.99088,0.038,2.4,0.29,0.25,6.9,76,28,7
blanc,10.5,0.39,3.3,0.9923,0.038,NA,0.31,0.15,5.6,79,8,6
NA,11.2,0.48,3.51,0.99076,0.029,NA,0.11,0.43,5.3,51,6,4
NA,NA,0.74,3.49,0.99121,0.035,1.8,0.48,0.48,6.3,96,35,6
NA,9.7,0.54,3.51,NA,0.077,2.6,0.07,0.635,7.2,86,16,5
NA,9.5,0.54,3.23,0.9964,0.079,1.9,0.26,0.52,7.9,140,42,5
NA,10.8,0.52,3.15,0.99226,0.049,1.5,0.37,0.2,7.1,129,28,5
NA,9.5,0.58,3.14,0.994,0.05,NA,0.32,0.17,8.2,101,17,5
NA,13.4,0.48,3.18,0.9896,0.04,NA,0.31,0.33,6.9,93,21,7
NA,NA,0.47,3.27,0.99346,0.05,1.6,0.43,0.32,6.8,65,4,5
NA,11.8,0.38,3.15,0.9932,0.031,NA,0.27,0.21,7.4,144,41,7
NA,10.3,0.45,3.27,0.9941,0.054,NA,0.39,0.18,7.5,91,23,6
NA,NA,0.94,3.56,0.99264,0.044,1.7,0,0.585,5.1,86,14,7
NA,11.3,0.43,3.24,NA,0.04,4.2,0.32,0.17,6.3,117,37,6
blanc,9,0.67,3.08,0.9984,0.29,13,0.3,0.67,6.8,193,22,4
NA,10,0.46,3.35,0.9925,0.047,1.3,0.25,0.14,6.1,173,37,6
NA,NA,0.79,3.31,0.99614,0.109,2.8,0.4,0.31,8.8,16,7,7
NA,10.5,0.44,3.12,NA,0.047,1.5,0.33,0.26,6.8,167,44,6
NA,10.6,0.59,3.2,0.9935,0.04,4.7,0.34,0.24,6.9,161,43,6
NA,9.9,0.52,3.21,NA,0.08,2,0.26,0.6,7.8,131,31,5
NA,9.5,0.47,3.31,0.9966,0.062,NA,0.27,0.24,6.1,152,33,6
NA,9.8,0.44,3.55,NA,0.06,14.5,0.49,0.21,6.8,170,50,6
NA,10.9666666666667,0.59,3.09,0.9937,0.048,10.8,0.41,0.29,6,149,55,7
rouge,9.9,1.08,3.25,NA,0.358,3.5,0.68,0.27,7.7,10,5,7
NA,10.7,0.55,3.05,0.99581,0.042,12.85,0.37,0.13,7,105,36,6
blanc,11.5,0.6,3.22,0.99326,0.05,NA,0.28,0.22,6.9,116,43,8
NA,9,0.56,3.18,0.99872,0.063,15.6,0.47,0.32,6.6,173,27,5
NA,NA,0.42,3.5,0.98993,0.035,1,0.34,0.2,5.8,86,40,5
blanc,NA,0.4,3.19,0.9953,0.05,6,0.34,0.32,6.8,129,5,5
NA,9.9,0.81,3.6,0.9979,0.067,NA,0,0.685,7,63,40,5
NA,NA,0.84,3.39,0.9956,0.079,2.1,0,0.54,7,55,39,6
blanc,11.3,0.6,3.08,0.99135,0.045,2.4,0.32,0.22,7.5,100,29,7
NA,9.5,0.54,3.24,0.99688,0.075,2.3,0.22,0.715,8,81,13,6
NA,12.5,0.43,3.03,NA,0.044,1.2,0.33,0.24,8,101,28,6
blanc,11.2,0.43,3.25,0.9924,0.027,5,0.26,0.33,6.9,143,46,7
blanc,10.2,0.59,3.4,0.9942,0.045,1.6,0.49,0.3,7.1,100,31,5
NA,NA,0.42,3.18,0.9975,0.045,15.3,0.38,0.15,7,120,54,6
NA,9.4,0.61,3.31,0.9984,0.084,2.7,0.31,0.47,9,125,24,5
NA,12.1,0.35,3.24,0.98934,0.033,0.9,0.46,0.35,6,65,9,4
NA,11,0.38,3.35,0.9923,0.04,1.9,0.24,0.35,7,144,21,5
NA,8.9,0.51,3.12,NA,0.065,11.8,0.64,0.41,6.5,225,65,5
NA,9.7,0.47,3.14,0.9946,0.056,1.6,0.34,0.34,8.9,176,13,5
NA,8.8,0.47,3.08,NA,0.056,7.2,0.25,0.32,7.3,180,47,5
NA,9.5,0.48,3.18,0.9955,0.05,8.3,0.45,0.27,6.4,196,52,5
blanc,NA,0.46,3.07,0.9966,0.046,11.3,0.52,0.36,6.6,110,8,5
NA,11,0.38,3.2,0.9938,0.037,NA,0.49,0.19,7.4,110,15,7
NA,11.3,0.67,3.42,NA,0.118,1.8,0.15,0.67,6.8,20,13,6
NA,11.5,0.57,3.42,0.9961,0.068,1.9,0.05,0.62,7.4,42,24,6
NA,11,0.63,3.25,0.9927,0.041,NA,0.49,0.21,6.9,164,15,5
NA,9.6,0.37,3.13,0.9928,0.041,1.8,0.28,0.34,6.5,188,43,6
blanc,NA,0.47,3.04,0.99628,0.056,8.8,0.48,0.35,6.7,167,35,5
NA,NA,0.69,3.24,0.996,0.082,1.9,0.31,0.4,8.2,24,8,6
NA,10.4666666666667,0.46,3.47,0.99212,0.036,NA,0.14,0.335,4.9,168,69,5
blanc,10.5,0.59,3.3,NA,0.045,2,0.36,0.16,6.7,131,24,6
NA,10,0.54,3.64,0.9938,0.048,1.9,0.27,0.24,6,170,40,7
blanc,10.3,0.61,3.44,0.99486,0.042,7.95,0.25,0.23,5.7,108,16,6
blanc,11,0.38,3.59,0.9906,0.033,NA,0.33,0.24,5.3,97,25,8
NA,11.5,0.45,3.15,0.99458,0.032,NA,0.35,0.3,8.9,148,32,7
rouge,9.8,0.75,3.3,0.9982,0.118,1.8,0.47,0.39,10.9,14,6,6
blanc,9.3,0.5,3.16,0.99424,0.054,4.8,0.12,0.32,6.2,97,6,5
NA,9.7,0.59,3.36,0.9959,0.075,2.2,0.13,0.55,7,35,15,6
blanc,NA,0.38,3.31,0.98912,0.032,1,0.39,0.19,6.7,71,14,7
NA,NA,0.54,3.16,0.992,0.033,5.85,0.37,0.44,7.9,93,27,7
NA,9.2,1.08,3.17,0.9965,0.072,1.3,0.02,0.68,7.6,20,9,4
NA,NA,0.38,3.39,0.998,0.051,12.6,0.33,0.26,6.9,173,59,5
blanc,10.8,0.62,3.01,0.99198,0.039,1.2,0.37,0.28,7.3,99,26,5
NA,9.6,0.58,3.42,0.9968,0.079,1.5,0.11,0.52,7.5,39,11,5
NA,8.9,0.47,3.13,0.9961,0.052,NA,0.24,0.26,6.8,214,54,5
NA,9.8,0.36,3.14,0.9944,0.049,3.5,0.33,0.2,9,40,10,6
NA,13,0.53,3.17,0.99088,0.032,NA,0.27,0.58,7.2,118,40,7
NA,12.5,0.71,3.27,NA,0.041,2,0.39,0.25,8.4,10,4,7
NA,11.8,0.57,3.28,0.99418,0.067,NA,0.09,0.74,8.2,10,5,6
NA,9.4,0.57,3.26,NA,0.037,17.2,0.42,0.33,6.3,170,57,6
NA,9.4,0.47,3.17,NA,0.045,1.4,0.36,0.34,8.6,119,11,4
NA,10.4,0.77,3.52,NA,0.045,10.9,0.43,0.19,6.6,154,53,6
NA,10.8,0.47,2.74,0.9926,0.033,1.2,0.45,0.24,9.7,59,11,6
blanc,11.9,0.82,3.41,0.9919,0.037,NA,0.36,0.12,6.9,111,18,8
NA,11.9,0.4,3.25,0.99085,0.034,NA,0.36,0.25,7.3,177,30,8
blanc,9.4,0.44,3.17,NA,0.043,7.7,0.18,0.31,6.7,200,57,6
blanc,NA,0.36,3.12,0.99536,0.044,9.7,0.29,0.17,6,98,33,6
NA,9.7,0.46,3.18,0.99495,0.05,8.4,0.46,0.42,6.4,180,58,6
rouge,NA,0.45,3.2,0.9963,0.072,2.3,0.17,0.6,8.2,73,11,5
NA,NA,0.6,3.54,0.99627,0.062,2.4,0.02,0.855,6.6,23,15,6
NA,NA,0.4,3.18,0.99314,0.059,2.4,0.2,0.5,6.4,112,19,6
NA,11.3,0.59,3.04,0.99189,0.042,NA,0.3,0.24,6.7,179,105,8
NA,11.7,0.31,3.05,0.992,0.038,3.6,0.32,0.28,7.9,76,9,4
NA,12.8,0.7,3.01,0.9913,0.036,1.9,0.44,0.21,7.6,119,10,6
blanc,12.2,0.55,3.26,0.99165,0.022,2.1,1.66,0.2,7.4,113,34,6
NA,10.8,0.48,3.16,0.9912,0.036,1.4,0.35,0.23,7,113,31,7
blanc,11,0.5,3.3,0.9917,0.034,NA,0.29,0.21,7.3,118,29,8
NA,12,0.68,3.18,NA,0.037,1.5,0.35,0.19,6.6,107,37,7
blanc,11.3,0.72,3.07,NA,0.035,1.1,0.34,0.15,7.8,93,31,7
NA,NA,0.4,3.18,0.99314,0.059,2.4,0.2,0.5,6.4,112,19,6
NA,NA,0.53,3.05,0.99884,0.05,13.1,0.31,0.24,7.5,180,26,6
rouge,9.6,0.53,3.36,0.99854,0.095,4.1,0,0.82,8.1,14,5,5
NA,8.9,0.4,3.13,NA,0.042,7.6,0.17,0.32,6.9,219,69,5
NA,9.4,0.61,3.14,1.0004,0.087,2.9,0.17,0.55,9.7,53,20,5
NA,NA,0.66,3.39,0.99549,0.067,3.6,0.47,0.31,6,42,18,6
NA,10.4,0.33,3.04,NA,0.029,2,0.23,0.54,7.6,151,13,5
NA,10.6,0.41,3.14,0.9932,0.04,1.2,0.34,0.2,7.9,118,29,6
blanc,11.3,0.4,3.39,0.99241,0.031,NA,0.25,0.35,5,116,24,6
NA,12.3,0.54,3.07,NA,0.023,2.2,0.26,0.18,5.7,95,21,6
NA,10,0.76,3.33,NA,0.036,7.7,0.49,0.39,7.7,110,11,6
NA,NA,0.76,3.36,0.99509,0.074,2.2,0.52,0.33,9.6,25,13,7
NA,12,0.33,3.04,0.99452,0.043,NA,0.44,0.3,8.2,154,52,6
NA,9.1,0.6,3.44,NA,0.07,1.8,0.18,0.65,7.1,40,13,5
NA,9.6,0.49,3.15,0.99412,0.098,NA,0.24,0.27,6.8,127,36,6
NA,11.6,0.66,3.38,NA,0.055,4.7,0.4,0.34,8.5,9,3,7
NA,NA,0.55,3.05,0.99136,0.034,1.1,0.37,0.14,9.2,84,36,6
rouge,10.6,0.83,3.18,0.9959,0.062,NA,0.46,0.25,9.9,42,26,6
NA,NA,0.52,3.12,0.99679,0.05,7.6,0.44,0.33,7.4,227,40,5
NA,10.7,0.38,3.12,0.992,0.027,1.2,0.4,0.23,8.2,121,36,6
NA,10.7,0.34,3.4,0.9947,0.03,10.6,0.27,0.26,5.6,119,27,7
NA,9.1,0.46,3.17,0.99572,0.045,NA,0.38,0.25,6.2,208,54,5
NA,NA,0.41,3.14,0.9955,0.052,6.6,0.44,0.34,6.8,156,28,5
NA,11.1,0.45,2.99,0.9914,0.041,1.1,0.31,0.3,8.1,123,49,6
NA,NA,0.4,3.35,0.9911,0.04,1.45,0.39,0.25,6.6,89,40,7
blanc,11,0.38,2.9,0.99395,0.037,NA,0.29,0.24,9.4,208,124,3
NA,9.3,0.61,3.12,NA,0.05,18.35,0.24,0.34,6.1,184,33,5
NA,10.5,1.01,3.1,NA,0.048,6.3,0.51,0.37,6.3,146,35,6
NA,12.2,0.38,3.14,0.9904,0.03,NA,0.36,0.48,6.9,135,31,7
NA,11.8,0.32,3.06,0.9918,0.031,NA,0.29,0.25,7.9,117,33,7
blanc,9.5,0.4,3.14,0.99663,0.048,11.2,0.25,0.31,7.1,136,32,5
NA,10.2,0.49,3.02,0.9966,0.046,1.4,0.46,1.005,9.9,185,34,4
NA,12.8,0.49,3.14,0.99176,0.023,7,0.24,0.26,7.2,130,19,7
NA,9.5,0.48,3.23,0.99542,0.05,8.2,0.21,0.26,6.4,182,51,5
NA,9.6,0.8,3.29,0.9945,0.055,1.3,0.34,0.14,7.5,153,50,6
NA,10.6,0.47,3.21,0.992,0.025,2.2,0.3,0.26,6.4,134,33,6
NA,10,0.46,3.11,0.9946,0.086,1.4,0.2,0.885,8.2,31,7,5
NA,9.9,0.41,3.2,0.995,0.058,6.7,0.24,0.4,7.3,166,41,6
blanc,9,0.46,2.99,1,0.059,18.9,0.4,0.305,7.5,170,44,5
blanc,9.4,0.47,3.18,0.9946,0.17,4.8,0.3,0.3,6.6,166,60,5
NA,10.8,0.29,2.97,0.9904,0.03,NA,0.06,0.475,6.4,131,9,5
NA,13.5,0.45,3.2,NA,0.033,1.95,0.4,0.36,7.1,118,26,7
blanc,11.7,0.43,3.53,0.9913,0.029,3.5,0.44,0.24,5.8,109,5,3
blanc,10.2,0.67,3.16,0.9942,0.04,1.8,0.38,0.17,8.8,148,39,6
NA,8.8,0.42,3.22,0.9999,0.05,18.05,0.42,0.23,7,144,35,5
NA,11.4,0.84,3.06,0.99598,0.075,2.2,0.46,0.39,10.5,27,14,6
NA,9.5,0.5,3.12,0.99538,0.054,NA,0.26,0.24,6.4,182,47,5
NA,10.2,0.57,3.37,0.9985,0.039,18.6,0.04,0.44,5,128,38,6
NA,12,0.34,3.15,0.99011,0.029,3.8,0.32,0.26,6,180,48,6
NA,10.1,0.54,3.36,0.99724,0.093,NA,0.14,0.85,8.3,54,13,5
NA,12.5,0.3,3.12,0.9886,0.021,2.2,0.33,0.27,6.1,117,26,6
NA,9.2,0.52,3.22,0.9937,0.065,NA,0.49,0.2,6.2,143,17,6
blanc,10.9,0.46,3.24,0.99218,0.034,3.9,0.31,0.27,6.1,137,42,6
rouge,10.3,0.53,3.33,NA,0.077,2.1,0.47,0.33,7.3,11,5,6
NA,10.1,0.56,3.54,0.992,0.037,NA,0.3,0.31,5.1,152,28,6
NA,12.5,0.78,3.02,0.991,0.026,1.7,0.41,0.16,7.8,140,29,6
blanc,NA,0.43,3.2,0.98972,0.039,1.5,0.38,0.21,6.1,122,37,6
NA,9,0.42,3.24,0.9994,0.039,17.5,0.35,0.22,6.8,153,38,6
rouge,NA,0.44,3.36,0.99464,0.086,1.8,0.25,0.32,6.1,32,5,5
NA,9.95,0.63,3.55,0.996,0.078,1.8,0.02,0.76,6.7,12,6,3
NA,9,0.49,3.17,NA,0.05,7.5,0.16,0.3,6.4,191,55,5
blanc,13.2,0.47,3.21,NA,0.043,2.8,0.28,0.38,6.6,67,17,6
blanc,9,0.52,3,0.99808,0.062,NA,0.3,0.18,6.8,171,19,7
NA,9.1,0.74,2.87,0.9983,0.244,10.6,0.46,0.64,7.9,227,33,3
NA,11,0.5,3.46,0.99685,0.081,NA,0.25,0.52,6.9,37,10,5
rouge,11.1,0.85,3.16,NA,0.058,1.9,0.27,0.47,8.5,38,18,6
NA,11.2,0.52,3.06,NA,0.019,2.2,0.28,0.28,5.7,65,15,6
NA,10.5,0.8,3.35,0.9978,0.071,6.1,0.36,0.5,7.5,102,17,5
NA,8.8,0.45,3.12,0.9936,0.056,1.5,0.15,0.27,6,128,35,5
NA,8.9,0.46,3.04,NA,0.05,13.1,0.36,0.25,7.3,200,35,7
NA,10.2,0.64,3.49,NA,0.055,6.8,0.36,0.3,7.1,234,44.5,6
blanc,11.4,0.51,3.38,NA,0.046,2.5,0.28,0.16,6.7,153,40,7
NA,11.6,0.86,3,NA,0.031,4.2,0.22,0.41,6.9,102,10,4
NA,8.8,0.38,2.99,0.9978,0.047,11,0.68,0.23,7.5,133,37,5
NA,NA,0.54,2.88,0.99202,0.03,4.7,0.33,0.2,7,76,25,6
NA,NA,0.44,3.49,0.9945,0.051,1.8,0.37,0.32,6.1,200,13,4
NA,9,0.47,2.97,0.9999,0.038,18.95,0.39,0.25,7.2,155,42,6
NA,10.7,0.49,3.36,NA,0.076,2.8,0.14,0.46,7.1,37,15,5
NA,11.3,0.58,3.02,0.99058,0.034,NA,0.36,0.16,6.8,98,32,6
NA,10.9,0.69,3.4,0.99628,0.079,1.9,0.06,0.7,7.8,35,20,5
rouge,NA,1.13,3.2,0.9962,0.074,2.4,0.53,0.27,9.4,18,6,7
NA,12,0.33,3.04,0.99452,0.043,NA,0.44,0.3,8.2,154,52,6
NA,9.6,0.54,3.31,NA,0.079,1.9,0.15,0.66,8.3,42,17,6
NA,11,0.68,3.17,0.99112,0.053,1.3,0.4,0.15,6.4,146,61,6
NA,10.5,0.72,3.42,NA,0.07,5.5,0.42,0.43,7.1,129,29,5
NA,9.4,0.47,3.4,0.9962,0.039,1.6,0.04,0.66,7.7,9,4,5
NA,9.6,0.42,3.36,0.9942,0.055,5.1,0.34,0.15,6.6,125,34,5
NA,NA,0.77,3.56,0.99376,0.071,2.1,0.08,0.61,5.9,24,16,6
NA,NA,0.32,3.04,0.9906,0.034,1,0.36,0.37,8.2,93,17,8
NA,10.3,0.59,3.49,0.99572,0.06,4.8,0.29,0.29,7.7,156,27,6
NA,8.8,0.39,2.89,0.9959,0.082,8.5,0.54,0.17,6.5,163,64,6
NA,9.4,0.52,3.2,0.99666,0.096,1.5,0.38,0.52,8.6,18,5,5
NA,9.4,0.7,3.3,0.9932,0.033,NA,0.49,0.15,6.2,51,17,6
NA,10.3,0.45,3.13,0.99185,0.076,1.2,0.4,0.27,5.8,130,47,6
NA,12.2,0.64,3.27,NA,0.094,4.6,0.46,0.395,9.4,10,3,7
blanc,10.1,0.3,2.89,0.9956,0.038,10.5,0.46,0.36,9.8,83,4,4
NA,NA,0.86,3.26,0.99702,0.165,1.9,0.12,0.53,7.4,12,4,5
rouge,11.5,0.59,3.43,NA,0.081,2,0.09,0.54,7,16,10,6
NA,12.6,0.62,3.31,0.991,0.035,NA,0.36,0.37,6.1,116,36,6
NA,11.6,0.62,3.31,0.99119,0.036,1.4,0.35,0.29,7,109,42,6
NA,9.4,0.5,3.06,0.99489,0.053,NA,0.28,0.25,6,132,37,6
NA,NA,0.54,3.38,0.99414,0.053,1.1,0.32,0.36,6,173,26,5
NA,9.1,0.54,3.17,0.9988,0.043,NA,0.31,0.39,6.8,162,28,5
NA,NA,0.48,3.14,0.99562,0.044,8.2,0.42,0.28,6.6,196,60,5
NA,10.2,0.62,3.14,NA,0.046,1.3,0.44,0.26,8.2,69,7,4
rouge,9.2,0.56,3.34,0.99615,0.089,1.6,0.36,0.43,7,37,14,6
NA,12.1,0.38,3,0.9901,0.028,NA,0.34,0.28,7.8,118,32,7
NA,9.2,0.52,3.2,0.9973,0.112,2.1,0.6,0.65,8.4,90,12,5
NA,11.7,0.57,3.57,0.9946,0.095,2.2,0.24,0.36,6.2,42,19,6
NA,9.9,0.89,3.15,NA,0.076,3.2,0.55,0.41,10.4,54,22,6
NA,11.1,0.58,3.26,NA,0.05,5.2,0.33,0.3,6.4,137,30,5
NA,11.5,0.59,3.32,NA,0.04,1.6,0.34,0.18,6.5,148,43,8
NA,NA,0.3,2.97,0.99326,0.044,9.1,0.38,0.22,6.4,127,35,7
NA,10.2,0.38,3.11,0.9931,0.044,4.6,0.15,0.38,6.6,78,25,6
NA,10.1,0.55,3.1,0.99543,0.045,7.6,0.32,0.28,8,204,61,6
NA,10.4,0.64,3.3,NA,0.082,2.9,0.12,0.77,9.6,74,30,6
NA,NA,0.58,3.44,0.99665,0.106,2.6,0.08,0.7,6.6,27,14,5
NA,10.1,0.38,3.26,0.9948,0.044,NA,0.09,0.69,6.4,144,34,6
blanc,10.6,0.46,3.14,0.9921,0.076,1,0.33,0.16,8.5,57,17,6
NA,10.3,0.59,3.54,0.9961,0.059,3.9,0.29,0.27,7,199,28,5
NA,10.9,0.3,2.98,NA,0.041,11.45,0.28,0.3,6.5,109,29,6
blanc,NA,0.35,3.24,0.98865,0.036,1.3,0.29,0.22,5.8,68,25,6
NA,8.8,0.46,3.08,0.99906,0.047,17.3,0.23,0.22,6.6,118,37,6
NA,NA,0.25,3.12,0.989,0.038,1.95,0.29,0.115,6.5,166,73,7
NA,NA,0.39,3.2,0.9927,0.032,4.6,0.34,0.24,6.8,135,37,5
NA,9.4,0.57,2.98,0.99711,0.126,8.7,0.38,0.33,7.5,199,49,5
NA,9.1,0.5,3.25,0.9966,0.048,6.3,0.27,0.2,8.4,143,30,6
NA,8.9,0.47,3.17,0.9961,0.047,8.8,0.32,0.27,6.2,224,65,5
rouge,NA,0.73,3.23,0.9947,0.062,2,0.32,0.37,7.2,28,15,7
NA,8.7,0.44,2.98,0.99838,0.041,12.1,0.78,0.28,7.5,161,53,5
NA,11.3,0.42,3.16,0.99107,0.038,4.2,0.33,0.19,5.8,133,49,7
NA,11.7,0.44,3.2,0.99057,0.033,3.5,0.33,0.3,5.8,116,25,6
blanc,12.1,0.33,3.36,NA,0.036,1.4,0.04,0.44,5.2,119,43,8
NA,11.3,0.59,3.14,0.99394,0.055,1.7,0.35,0.24,8.8,27,13,7
NA,10.1,0.44,3.14,NA,0.041,9.5,0.34,0.2,6.1,201,38,3
NA,10,0.56,3.34,0.9934,0.048,0.8,0.19,0.905,6.6,204,17,5
NA,12.5,0.67,3.1,0.99134,0.032,NA,0.32,0.26,7.4,193,29,6
NA,11.2,0.37,3.1,0.99098,0.038,1.2,0.22,0.22,6.7,124,5,4
NA,10,0.56,3.04,0.99726,0.044,12.6,0.24,0.27,7.1,118,48,7
blanc,10.8,0.38,3.06,0.99362,0.036,8,0.25,0.3,6.6,124,21,6
NA,11.2,0.43,3.23,0.99174,0.037,4.8,0.24,0.39,6.2,138,45,7
NA,9.5,0.54,3.24,0.99688,0.075,2.3,0.22,0.715,8,81,13,6
NA,9.1,0.36,3.26,0.9964,0.048,8.6,0.26,0.31,7.4,206,47,5
NA,11,0.37,3.36,0.99308,0.026,8.3,0.28,0.29,5.1,107,27,6
rouge,9.1,0.49,3.36,NA,0.098,2.2,0.29,0.6,8.8,15,5,5
NA,10.9,0.76,3.4,0.99666,0.054,2.2,0.29,0.25,7.4,49,19,7
NA,NA,0.56,3.08,0.99468,0.148,1.3,0.52,0.4,7.1,149,45,5
NA,11,0.6,3.54,0.99627,0.062,2.4,0.02,0.855,6.6,23,15,6
blanc,9,0.47,3.23,0.9962,0.048,NA,0.18,0.27,6.3,186,45,5
NA,11.2,0.77,3.33,0.9972,0.059,7.8,0.45,0.28,8.3,139,32,6
NA,9.5,0.52,3.16,0.99582,0.046,7.7,0.2,0.29,7.2,174,51,5
NA,12.5,0.37,3.04,0.98916,0.035,2.9,0.29,0.38,6.6,101,15,6
NA,NA,0.35,2.96,0.98889,0.032,1.8,0.29,0.41,7.3,74,26,8
blanc,9.4,0.38,3.19,0.9956,0.17,6.5,0.38,0.26,6.6,201,68,6
NA,10.8,0.65,3.04,0.99118,0.043,NA,0.33,0.23,7,110,46,6
rouge,9.5,0.55,3.29,0.99803,0.089,2.9,0.1,0.65,8.3,40,17,5
NA,11.2,0.37,3.26,0.9941,0.042,NA,0.36,0.29,7.8,161,38,8
NA,11.4,0.32,3.04,0.9928,0.025,7.35,0.42,0.3,7.3,175,51,6
blanc,NA,0.43,3.21,0.99466,0.075,5.3,0.24,0.2,6,201,49,5
NA,10.4,0.64,3.49,0.99634,0.082,1.8,0.17,0.43,7.1,51,27,5
NA,8.9,0.52,3.19,0.9961,0.034,8.1,0.22,0.27,6.8,203,55,5
NA,9.8,0.53,3.3,0.99612,0.073,1.9,0.26,0.61,7.5,88,24,5
NA,11.5,0.28,2.99,0.9927,0.044,NA,0.24,0.22,7.9,159,39,6
NA,NA,0.42,3.19,0.99668,0.076,3.4,0.25,0.81,8,85,34,5
NA,11.3,0.55,3.13,0.9917,0.042,NA,0.49,0.25,7.4,156,35,5
NA,10.8,0.56,3.21,0.993,0.04,1.2,0.32,0.26,7.7,117,26,5
NA,10.8,0.4,3.07,0.9916,0.04,1.6,0.74,0.14,7.6,103,27,7
NA,10.5,0.5,3.45,0.9926,0.051,NA,0.38,0.27,6.3,140,7,7
blanc,NA,0.64,3.42,0.9898,0.042,1.2,0.32,0.13,4.8,98,40,7
blanc,9,0.38,2.89,0.9978,0.063,14.3,0.37,0.22,7.3,191,48,6
NA,9,0.55,3.22,1.0008,0.054,NA,0.34,0.32,7.6,197,44,5
NA,9.2,0.88,3.16,NA,0.176,3.8,0.18,0.62,8.9,145,52,5
rouge,NA,0.55,3.32,0.99685,0.065,2.3,0.09,1,8.2,37,7,6
NA,9.8,0.49,3.08,NA,0.035,9.7,0.34,0.22,7.6,143,26,6
blanc,12.3,0.42,2.93,NA,0.03,8.4,0.3,0.28,8,115,35,6
blanc,13.5,0.43,3.07,0.9896,0.041,2.7,0.37,0.44,7.1,128,35,7
NA,9,0.38,3.16,NA,0.054,16.85,0.29,0.3,7.8,135,23,6
NA,10.4,0.41,3.21,0.9928,0.037,NA,0.26,0.31,6.2,148,36,6
blanc,8.7,0.43,2.9,NA,0.05,15.5,0.27,0.16,7.4,135,25,7
blanc,12.3,0.47,3.35,0.99166,0.032,5.2,0.31,0.34,7.1,140,36,7
NA,10.1,0.64,3.38,0.99824,0.084,8.8,0.31,0.41,6.8,45,26,6
NA,9.5,0.49,3.17,0.9953,0.041,1.3,0.32,0.34,8.9,188,12,5
rouge,NA,0.55,3.27,0.99505999999999994,0.098,2.3,0.42,0.32,8.2,9,3,6
NA,12.4,0.68,3.26,0.9916,0.036,NA,0.49,0.3,7,105,17,7
NA,9.5,0.38,3.07,0.9938,0.042,NA,0.26,0.32,7.5,133,13,5
NA,11.7,0.34,3.05,0.99086,0.033,NA,0.27,0.41,6.7,85,25,6
NA,11.4,0.64,3.2,NA,0.022,1.8,0.28,0.19,6.3,158,28,6
NA,10.5,0.9,3.21,0.9968,0.332,2.6,0.2,0.49,7.5,14,8,6
blanc,10.4,0.7,3.12,0.99305,0.043,1.6,0.34,0.23,7.6,129,24,5
blanc,8.8,0.43,3.23,0.99946,0.039,17.2,0.36,0.23,6.2,130,37,6
blanc,NA,0.54,3.09,0.9925,0.179,1.7,0.4,0.26,6.4,60,5,5
blanc,11.1,0.56,3.05,0.99146,0.048,NA,0.35,0.36,7,161,67,6
rouge,10.9,0.73,3.47,0.99652,0.08,1.5,0.39,0.36,9.3,55,41,6
NA,12.1,0.61,3.35,NA,0.064,2.1,0.14,0.53,7.2,29,15,6
rouge,10.3,0.82,3.22,0.99695,0.056,NA,0.47,0.32,9.6,24,9,7
NA,10.8,0.51,3.49,0.9934,0.027,4.5,0.25,0.14,5.9,140,34,6
blanc,9.8,0.48,3.36,0.995,0.067,NA,0.35,0.19,6.9,150,32,5
NA,10.5,0.56,3.32,0.99568,0.088,1.8,0.01,0.58,7.7,18,12,7
NA,NA,0.5,3.38,0.995,0.039,14.5,0.34,0.32,7.1,150,46,8
NA,10.1,0.9,3.04,0.9963,0.104,2,0.25,0.57,9.9,89,12,5
NA,NA,0.47,3.26,0.99058,0.035,1.6,0.37,0.29,7,126,34,6
NA,9.8,0.6,3.11,0.99699,0.053,NA,0.26,0.27,7.4,173,55,5
NA,8.8,0.41,2.94,0.99807,0.057,13.9,0.27,0.19,7.3,155,45,8
NA,9.2,0.5,3.06,0.99904,0.05,NA,0.22,0.26,6.6,139,23,5
blanc,12.7,0.79,3.22,0.99144,0.026,8,0.48,0.32,6.5,88,18,4
NA,NA,0.41,3.15,0.9944,0.046,3.4,0.2,0.38,7.6,116,9,5
NA,10.6,0.6,3.39,0.9948,0.077,1.7,0.24,0.46,6.7,34,18,6
